,sex,height,age
32031,female,1.6,56
32032,male,1.82,72
32033,female,1.62,51
32034,female,1.75,31
32035,female,1.65,55
32036,female,1.64,53
32037,female,1.5,73
32038,female,1.68,78
32039,female,1.68,50
32040,male,1.78,72
32041,female,1.72,67
32042,female,1.65,60
32043,female,1.55,68
32044,female,1.65,81
32045,female,1.68,63
32046,female,1.64,85
32047,male,1.75,68
32048,male,1.8,51
32049,male,1.73,67
32050,male,1.78,55
32051,female,1.58,62
32052,female,1.65,77
32053,male,1.6,66
32054,male,1.69,53
32055,female,1.57,67
32056,female,1.72,46
32057,male,1.83,40
32058,male,1.78,74
32059,female,1.64,37
32060,female,1.7,57
32061,male,1.8,46
32062,male,1.68,78
32063,female,1.65,43
32064,male,1.66,69
32065,female,1.54,66
32066,male,1.8,62
32067,female,1.5,65
32068,female,1.75,33
32069,female,1.63,49
32070,female,1.6,65
32071,female,1.64,56
32072,male,1.84,46
32073,female,1.65,72
32074,male,1.75,31
32075,female,1.62,74
32076,female,1.63,64
32077,female,1.68,67
32078,female,1.7,54
32079,female,1.56,54
32080,male,1.73,74
32081,female,1.7,55
32082,male,1.76,70
32083,female,1.55,68
32084,male,1.68,69
32085,male,1.67,71
32086,female,1.57,26
32087,male,1.74,53
32088,female,1.68,48
32089,female,1.6,51
32090,female,1.56,44
32091,female,1.56,66
32092,female,1.67,52
32093,male,1.82,44
32094,female,1.65,74
32095,female,1.58,67
32096,male,1.83,65
32097,male,1.8,74
32098,female,1.58,68
32099,female,1.65,50
32100,female,1.65,45
32101,female,1.64,61
32102,female,1.51,66
32103,female,1.68,56
32104,female,1.6,78
32105,male,1.89,59
32106,male,1.82,80
32107,female,1.6,57
32108,male,1.6,75
32109,female,1.57,61
32110,male,1.63,31
32111,male,1.93,60
32112,female,1.55,54
32113,female,1.7,51
32114,female,1.6,69
32115,female,1.65,68
32116,male,1.82,59
32117,female,1.65,74
32118,male,1.71,62
32119,female,1.56,81
32120,female,1.57,39
32121,male,1.78,48
32122,female,1.7,79
32123,male,1.7,85
32124,male,1.82,63
32125,female,1.6,81
32126,male,1.65,80
32127,male,1.75,56
32128,female,1.64,65
32129,female,1.48,66
32130,male,1.65,58
32131,female,1.68,46
32132,male,1.86,56
32133,female,1.64,53
32134,male,1.85,29
32135,female,1.65,66
32136,female,1.68,71
32137,male,1.82,46
32138,male,1.8,68
32139,female,1.6,62
32140,female,1.7,46
32141,male,1.74,46
32142,female,1.76,70
32143,male,1.8,67
32144,male,1.71,50
32145,female,1.74,45
32146,male,1.8,79
32147,male,1.74,68
32148,male,1.8,59
32149,male,1.68,62
32150,female,1.6,44
32151,male,1.84,71
32152,male,1.73,76
32153,male,1.82,64
32154,male,1.73,62
32155,male,1.8,18
32156,male,1.76,49
32157,female,1.75,47
32158,male,1.78,65
32159,male,1.88,72
32160,female,1.65,74
32161,male,1.72,61
32162,male,1.75,84
32163,female,1.65,34
32164,female,1.72,67
32165,male,1.83,54
32166,male,1.86,65
32167,male,1.78,65
32168,female,1.75,50
32169,female,1.62,76
32170,male,1.68,84
32171,female,1.62,58
32172,female,1.61,58
32173,female,1.58,86
32174,male,1.74,74
32175,female,1.63,70
32176,female,1.68,51
32177,female,1.65,53
32178,male,1.72,81
32179,female,1.6,70
32180,female,1.55,68
32181,male,1.7,79
32182,male,1.85,62
32183,female,1.64,52
32184,female,1.65,43
32185,female,1.56,38
32186,male,1.7,74
32187,male,1.78,45
32188,female,1.56,61
32189,male,1.9,31
32190,female,1.55,83
32191,female,1.5,49
32192,female,1.64,60
32193,female,1.68,69
32194,female,1.72,61
32195,female,1.58,75
32196,male,1.72,74
32197,male,1.82,55
32198,male,1.78,52
32199,male,1.7,31
32200,female,1.63,19
32201,female,1.45,88
32202,female,1.59,80
32203,female,1.52,71
32204,male,1.78,78
32205,male,1.85,32
32206,female,1.63,15
32207,female,1.58,71
32208,male,1.89,32
32209,female,1.59,77
32210,male,1.68,87
32211,male,1.7,63
32212,female,1.7,56
32213,female,1.5,77
32214,female,1.54,45
32215,female,1.65,29
32216,male,1.79,64
32217,male,1.74,69
32218,female,1.65,38
32219,female,1.55,70
32220,female,1.6,54
32221,male,1.7,72
32222,male,1.72,75
32223,male,1.78,49
32224,male,1.72,51
32225,female,1.68,60
32226,male,1.65,58
32227,female,1.6,59
32228,female,1.55,80
32229,male,1.87,48
32230,female,1.6,50
32231,female,1.6,75
32232,female,1.55,52
32233,male,1.78,39
32234,male,1.8,48
32235,female,1.56,62
32236,female,1.58,71
32237,female,1.56,76
32238,male,1.85,54
32239,male,1.64,52
32240,female,1.62,47
32241,male,1.76,60
32242,female,1.51,70
32243,female,1.55,56
32244,male,1.8,73
32245,male,1.68,38
32246,female,1.58,80
32247,female,1.64,59
32248,female,1.5,63
32249,male,1.75,76
32250,male,1.62,80
32251,female,1.63,69
32252,female,1.5,74
32253,female,1.6,66
32254,male,1.76,69
32255,male,1.75,74
32256,female,1.65,63
32257,female,1.72,49
32258,female,1.68,79
32259,male,1.7,83
32260,male,1.62,67
32261,female,1.64,53
32262,male,1.75,69
32263,male,1.65,66
32264,female,1.6,64
32265,male,1.92,39
32266,female,1.6,79
32267,male,1.87,37
32268,female,1.6,40
32269,male,1.8,47
32270,female,1.6,73
32271,female,1.6,69
32272,female,1.6,22
32273,male,1.75,68
32274,female,1.6,95
32275,male,1.7,58
32276,male,1.87,42
32277,female,1.42,73
32278,male,1.72,27
32279,female,1.64,62
32280,male,1.83,73
32281,male,1.7,73
32282,male,1.85,19
32283,male,1.72,73
32284,male,1.79,66
32285,female,1.65,70
32286,male,1.68,72
32287,female,1.6,82
32288,female,1.66,39
32289,female,1.65,79
32290,female,1.63,73
32291,female,1.83,45
32292,male,1.76,81
32293,female,1.72,41
32294,male,1.67,56
32295,female,1.65,43
32296,male,1.65,77
32297,female,1.7,17
32298,male,1.75,73
32299,male,1.75,58
32300,male,1.58,86
32301,male,1.72,51
32302,male,1.98,54
32303,male,1.6,73
32304,female,1.64,49
32305,male,1.6,74
32306,female,1.64,63
32307,female,1.6,60
32308,male,1.68,43
32309,male,1.67,62
32310,male,1.8,64
32311,female,1.62,48
32312,female,1.64,50
32313,male,1.93,47
32314,male,1.68,68
32315,female,1.64,66
32316,female,1.64,67
32317,female,1.53,70
32318,female,1.6,65
32319,male,1.72,71
32320,female,1.6,66
32321,male,1.74,76
32322,male,1.73,21
32323,female,1.55,55
32324,male,1.94,18
32325,male,1.68,73
32326,male,1.83,59
32327,male,1.66,67
32328,female,1.7,51
32329,female,1.62,29
32330,female,1.6,48
32331,male,1.7,55
32332,female,1.68,61
32333,female,1.62,26
32334,male,1.6,53
32335,male,1.7,51
32336,female,1.59,78
32337,male,1.75,71
32338,male,1.81,56
32339,female,1.62,63
32340,female,1.62,70
32341,female,1.64,73
32342,female,1.58,79
32343,male,1.62,50
32344,female,1.7,64
32345,female,1.56,74
32346,female,1.67,84
32347,female,1.6,78
32348,female,1.55,65
32349,female,1.5,73
32350,female,1.55,68
32351,female,1.72,68
32352,male,1.73,73
32353,male,1.86,51
32354,male,1.78,74
32355,female,1.65,71
32356,female,1.64,69
32357,male,1.7,54
32358,male,1.67,76
32359,male,1.73,66
32360,female,1.5,76
32361,female,1.63,44
32362,male,1.65,75
32363,female,1.68,65
32364,female,1.65,58
32365,female,1.55,47
32366,female,1.5,78
32367,male,1.6,80
32368,female,1.62,69
32369,female,1.62,41
32370,male,1.78,55
32371,female,1.64,57
32372,female,1.62,55
32373,female,1.68,49
32374,male,1.65,70
32375,female,1.56,42
32376,male,1.7,55
32377,female,1.79,34
32378,female,1.56,58
32379,male,1.76,64
32380,female,1.72,56
32381,male,1.76,78
32382,female,1.64,52
32383,male,1.67,64
32384,male,1.7,66
32385,female,1.65,52
32386,male,1.68,69
32387,female,1.62,62
32388,male,1.73,50
32389,male,1.75,48
32390,male,1.84,44
32391,female,1.7,57
32392,female,1.6,44
32393,male,1.84,67
32394,female,1.5,13
32395,male,1.72,77
32396,female,1.6,70
32397,female,1.58,48
32398,female,1.6,75
32399,female,1.6,35
32400,female,1.63,80
32401,female,1.6,48
32402,female,1.64,51
32403,female,1.5,79
32404,male,1.86,76
32405,male,1.7,55
32406,female,1.58,56
32407,female,1.6,64
32408,female,1.65,73
32409,male,1.7,92
32410,male,1.76,47
32411,male,1.83,36
32412,male,1.87,57
32413,female,1.73,21
32414,male,1.76,71
32415,male,1.87,33
32416,male,1.75,43
32417,male,1.93,23
32418,female,1.65,18
32419,male,1.76,77
32420,female,1.65,48
32421,female,1.65,76
32422,female,1.68,52
32423,male,1.63,81
32424,female,1.56,56
32425,male,1.8,23
32426,female,1.46,68
32427,male,1.78,59
32428,female,1.65,46
32429,female,1.6,86
32430,male,1.97,60
32431,female,1.58,86
32432,female,1.55,87
32433,female,1.58,49
32434,female,1.6,65
32435,male,1.8,51
32436,male,1.73,71
32437,male,1.8,54
32438,male,1.72,64
32439,female,1.65,68
32440,female,1.7,56
32441,female,1.53,52
32442,female,1.64,68
32443,male,1.87,67
32444,male,1.73,66
32445,male,1.78,50
32446,male,1.76,44
32447,female,1.6,90
32448,female,1.64,38
32449,female,1.65,62
32450,female,1.57,37
32451,female,1.72,46
32452,female,1.6,68
32453,female,1.5,57
32454,female,1.65,61
32455,male,1.72,66
32456,female,1.6,70
32457,female,1.12,5
32458,female,1.73,68
32459,male,1.75,62
32460,male,1.7,80
32461,male,1.72,69
32462,male,1.74,39
32463,female,1.6,71
32464,female,1.64,48
32465,male,1.8,36
32466,male,1.7,55
32467,male,1.72,49
32468,male,1.76,85
32469,female,1.67,67
32470,male,1.8,67
32471,male,1.8,64
32472,male,1.74,63
32473,male,1.73,36
32474,female,1.67,74
32475,female,1.64,54
32476,female,1.67,41
32477,female,1.62,78
32478,male,1.7,73
32479,male,1.83,42
32480,female,1.65,60
32481,male,1.68,74
32482,male,1.78,71
32483,male,1.7,68
32484,female,1.55,76
32485,female,1.65,51
32486,female,1.6,67
32487,female,1.65,53
32488,female,1.52,67
32489,female,1.6,77
32490,female,1.62,70
32491,female,1.69,50
32492,female,1.64,65
32493,female,1.68,60
32494,male,1.7,74
32495,female,1.65,42
32496,male,1.87,66
32497,male,1.63,70
32498,female,1.65,42
32499,male,1.74,64
32500,male,1.83,60
32501,male,1.65,72
32502,male,1.8,70
32503,female,1.6,63
32504,male,1.88,41
32505,male,1.8,60
32506,female,1.68,55
32507,female,1.69,67
32508,female,1.8,51
32509,female,1.5,73
32510,male,1.75,56
32511,female,1.65,79
32512,female,1.6,81
32513,male,1.6,66
32514,male,1.7,78
32515,female,1.65,65
32516,male,1.72,67
32517,female,1.65,46
32518,female,1.72,45
32519,female,1.62,21
32520,male,1.83,24
32521,male,1.74,66
32522,male,1.68,80
32523,female,1.5,79
32524,female,1.5,46
32525,male,1.8,72
32526,male,1.77,68
32527,female,1.62,54
32528,male,1.7,58
32529,male,1.8,70
32530,female,1.65,47
32531,female,1.7,67
32532,male,1.85,51
32533,female,1.62,75
32534,female,1.58,49
32535,male,1.8,44
32536,male,1.87,57
32537,male,1.72,53
32538,female,1.72,38
32539,male,1.83,62
32540,female,1.5,47
32541,female,1.65,63
32542,female,1.58,62
32543,male,1.8,54
32544,male,1.65,80
32545,male,1.82,19
32546,male,1.74,67
32547,male,1.82,38
32548,female,1.63,45
32549,female,1.65,55
32550,female,1.6,52
32551,male,1.75,61
32552,female,1.57,62
32553,male,1.85,46
32554,male,1.7,41
32555,female,1.6,51
32556,female,1.6,55
32557,male,1.86,46
32558,female,1.68,43
32559,male,1.75,57
32560,female,1.72,31
32561,female,1.64,64
32562,male,1.68,81
32563,female,1.64,75
32564,male,1.9,41
32565,male,1.75,33
32566,female,1.64,58
32567,female,1.65,72
32568,male,1.72,69
32569,male,1.7,62
32570,male,1.82,72
32571,male,1.8,54
32572,female,1.65,56
32573,female,1.71,83
32574,female,1.62,51
32575,male,1.6,87
32576,male,1.65,62
32577,male,1.65,63
32578,female,1.68,81
32579,female,1.6,53
32580,male,1.8,50
32581,male,1.7,60
32582,female,1.6,74
32583,male,1.7,67
32584,male,1.75,73
32585,male,1.73,50
32586,male,1.7,58
32587,female,1.68,66
32588,female,1.6,70
32589,female,1.64,55
32590,female,1.58,68
32591,male,1.8,47
32592,male,1.72,79
32593,female,1.7,72
32594,male,1.7,72
32595,male,1.7,60
32596,male,1.65,75
32597,female,1.64,67
32598,male,1.85,49
32599,male,1.78,71
32600,male,1.9,44
32601,male,1.7,64
32602,female,1.6,57
32603,male,1.75,89
32604,female,1.56,67
32605,female,1.7,86
32606,female,1.7,49
32607,female,1.5,85
32608,female,1.61,44
32609,female,1.58,72
32610,male,1.76,46
32611,female,1.68,52
32612,male,1.8,41
32613,male,1.85,57
32614,female,1.68,64
32615,female,1.56,56
32616,female,1.68,24
32617,female,1.58,80
32618,female,1.65,75
32619,female,1.58,76
32620,male,1.76,61
32621,male,1.72,68
32622,female,1.68,55
32623,male,1.75,28
32624,male,1.45,69
32625,female,1.68,47
32626,male,1.77,62
32627,male,1.68,64
32628,female,1.6,76
32629,female,16.73,17
32630,female,1.74,40
32631,female,1.58,50
32632,female,1.63,40
32633,female,1.53,78
32634,female,1.56,67
32635,female,1.64,66
32636,female,1.62,71
32637,male,1.63,80
32638,male,1.72,73
32639,female,1.73,83
32640,female,1.52,82
32641,male,1.62,53
32642,female,1.72,66
32643,female,1.38,83
32644,female,1.56,83
32645,male,1.65,73
32646,male,1.78,34
32647,female,1.65,68
32648,female,1.61,39
32649,male,1.7,52
32650,male,1.9,29
32651,female,1.58,65
32652,female,1.5,69
32653,female,1.6,85
32654,female,1.58,65
32655,male,1.8,61
32656,female,1.6,69
32657,male,1.6,49
32658,female,1.78,54
32659,female,1.58,60
32660,female,1.6,53
32661,female,1.5,75
32662,male,1.68,39
32663,female,1.73,59
32664,male,1.64,83
32665,male,1.8,77
32666,female,1.55,80
32667,female,1.5,69
32668,female,1.65,32
32669,female,1.6,81
32670,female,1.63,53
32671,male,1.7,53
32672,female,1.5,31
32673,male,1.92,74
32674,female,1.57,54
32675,female,1.55,47
32676,male,1.7,75
32677,male,1.75,84
32678,female,1.62,70
32679,female,1.7,15
32680,female,1.6,81
32681,female,1.6,86
32682,female,1.67,57
32683,female,1.65,52
32684,male,1.8,51
32685,female,1.65,75
32686,female,1.67,66
32687,female,1.6,67
32688,male,1.87,58
32689,male,1.65,85
32690,male,1.8,82
32691,female,1.56,71
32692,female,1.66,66
32693,male,1.64,69
32694,male,1.78,44
32695,male,1.74,73
32696,male,1.8,52
32697,female,1.58,72
32698,female,1.67,68
32699,male,1.73,38
32700,male,1.7,70
32701,male,1.73,63
32702,female,1.6,51
32703,female,1.64,73
32704,male,1.85,66
32705,female,1.6,57
32706,female,1.64,59
32707,female,1.65,40
32708,female,1.56,39
32709,female,1.68,70
32710,female,1.65,53
32711,male,1.68,65
32712,male,1.79,48
32713,male,1.68,55
32714,male,1.7,53
32715,female,1.52,67
32716,female,1.66,43
32717,male,1.82,65
32718,male,1.76,72
32719,female,1.73,43
32720,male,1.75,67
32721,male,1.85,85
32722,male,1.86,68
32723,male,1.8,62
32724,female,1.65,49
32725,male,1.84,55
32726,female,1.76,40
32727,male,1.83,70
32728,male,1.76,77
32729,male,1.88,53
32730,male,1.65,59
32731,female,1.55,82
32732,male,1.68,75
32733,female,1.6,67
32734,female,1.5,53
32735,male,1.82,65
32736,female,1.5,44
32737,male,1.82,43
32738,female,1.6,68
32739,male,1.8,54
32740,male,1.7,74
32741,male,1.77,62
32742,female,1.7,82
32743,male,1.75,68
32744,female,1.65,72
32745,male,1.78,56
32746,male,1.94,52
32747,male,1.7,69
32748,male,1.8,60
32749,male,1.65,58
32750,female,1.54,32
32751,female,1.7,68
32752,female,1.65,65
32753,female,1.75,60
32754,female,1.63,20
32755,male,1.85,36
32756,female,1.58,71
32757,female,1.6,65
32758,female,1.56,67
32759,female,1.68,77
32760,female,1.6,61
32761,male,1.94,54
32762,male,1.75,43
32763,female,1.63,43
32764,male,1.85,64
32765,male,1.8,46
32766,female,1.58,43
32767,male,1.85,42
32768,female,1.57,56
32769,male,1.7,55
32770,male,1.86,40
32771,male,1.8,64
32772,male,1.97,53
32773,female,1.64,52
32774,male,1.82,41
32775,female,1.68,47
32776,male,1.7,42
32777,male,1.85,61
32778,female,1.5,63
32779,male,1.86,63
32780,female,1.64,63
32781,female,1.55,48
32782,female,1.68,49
32783,male,1.7,58
32784,male,1.8,41
32785,female,1.69,46
32786,female,1.6,46
32787,male,1.87,46
32788,male,1.8,61
32789,male,1.76,52
32790,female,1.58,56
32791,male,1.6,47
32792,female,1.5,57
32793,female,1.5,54
32794,female,1.6,50
32795,male,1.74,74
32796,female,1.65,85
32797,female,1.68,69
32798,male,1.75,73
32799,male,1.56,67
32800,female,1.52,75
32801,female,1.72,30
32802,female,1.65,61
32803,female,1.68,73
32804,female,1.69,82
32805,female,1.7,44
32806,male,1.7,47
32807,female,1.6,51
32808,male,1.83,63
32809,female,1.55,56
32810,female,1.52,41
32811,female,1.7,73
32812,female,1.64,56
32813,female,1.68,48
32814,female,1.68,73
32815,female,1.58,45
32816,female,1.63,43
32817,male,1.7,72
32818,male,1.73,36
32819,female,1.5,57
32820,male,1.65,74
32821,female,1.62,52
32822,male,1.71,64
32823,male,1.76,61
32824,male,1.82,79
32825,female,1.65,74
32826,male,1.65,71
32827,male,1.75,75
32828,male,1.85,30
32829,female,1.65,70
32830,male,1.72,71
32831,male,1.63,85
32832,male,1.65,43
32833,female,1.5,84
32834,female,1.54,66
32835,female,1.6,70
32836,female,1.53,81
32837,female,1.61,42
32838,male,1.84,39
32839,male,1.78,37
32840,male,1.57,35
32841,male,1.65,87
32842,male,1.76,27
32843,male,1.75,71
32844,female,1.58,67
32845,male,1.75,61
32846,female,1.55,47
32847,female,1.57,60
32848,male,1.82,67
32849,female,1.66,75
32850,female,1.63,44
32851,male,1.81,66
32852,female,1.7,55
32853,male,1.78,36
32854,female,1.68,80
32855,female,1.67,77
32856,female,1.58,62
32857,male,1.78,67
32858,male,1.65,68
32859,female,1.6,78
32860,male,1.8,44
32861,female,1.55,61
32862,female,1.68,67
32863,male,1.67,57
32864,male,1.82,39
32865,female,1.5,85
32866,male,1.73,73
32867,male,1.75,60
32868,female,1.58,66
32869,male,1.65,41
32870,female,1.62,73
32871,female,1.7,54
32872,female,1.65,68
32873,female,1.68,56
32874,female,1.57,47
32875,female,1.62,72
32876,male,1.6,75
32877,female,1.67,59
32878,male,1.82,38
32879,female,1.51,70
32880,male,1.84,47
32881,female,1.65,45
32882,female,1.75,56
32883,male,1.7,67
32884,female,1.58,69
32885,female,1.6,41
32886,male,1.8,55
32887,male,1.76,85
32888,female,1.7,52
32889,male,1.68,62
32890,female,1.66,47
32891,male,1.7,68
32892,female,1.69,63
32893,male,1.75,81
32894,male,1.72,48
32895,female,1.58,45
32896,female,1.6,83
32897,female,1.64,58
32898,female,1.6,65
32899,female,1.55,81
32900,male,1.8,30
32901,male,1.7,78
32902,male,1.83,58
32903,male,1.74,75
32904,female,1.64,68
32905,female,1.7,44
32906,female,1.71,65
32907,male,1.76,81
32908,female,1.55,57
32909,female,1.76,47
32910,male,1.83,28
32911,female,1.59,68
32912,female,1.66,91
32913,female,1.65,48
32914,male,1.75,56
32915,female,1.63,32
32916,male,1.8,60
32917,male,1.8,71
32918,female,1.58,76
32919,male,1.82,74
32920,male,1.76,82
32921,female,1.7,63
32922,male,1.79,33
32923,male,1.73,56
32924,male,1.7,62
32925,female,1.65,48
32926,male,1.75,71
32927,female,1.5,47
32928,male,1.66,59
32929,male,1.7,56
32930,female,1.64,44
32931,male,1.7,70
32932,male,1.8,66
32933,female,1.5,47
32934,female,1.5,79
32935,male,1.86,67
32936,female,1.65,30
32937,female,1.65,74
32938,male,1.72,79
32939,male,1.82,60
32940,male,1.76,56
32941,female,1.62,77
32942,female,1.65,58
32943,female,1.64,78
32944,male,1.85,56
32945,female,1.62,53
32946,female,1.65,46
32947,male,1.72,68
32948,female,1.68,69
32949,male,1.76,61
32950,female,1.65,49
32951,male,1.68,64
32952,male,1.72,70
32953,female,1.65,84
32954,male,1.72,73
32955,female,1.7,62
32956,female,1.62,46
32957,male,1.7,46
32958,female,1.5,76
32959,female,1.62,45
32960,female,1.65,84
32961,male,1.72,66
32962,female,1.78,61
32963,male,1.83,62
32964,male,1.73,73
32965,male,1.83,76
32966,male,1.47,72
32967,male,1.8,45
32968,male,1.7,62
32969,female,1.64,35
32970,male,1.58,67
32971,male,1.73,36
32972,female,1.7,61
32973,male,1.82,53
32974,female,1.64,67
32975,female,1.64,76
32976,male,1.72,77
32977,female,1.7,46
32978,male,1.65,82
32979,male,1.73,33
32980,male,1.7,55
32981,female,1.6,57
32982,male,1.78,65
32983,male,1.73,54
32984,female,1.63,71
32985,female,1.58,78
32986,female,1.65,62
32987,female,1.64,53
32988,female,1.64,52
32989,female,1.5,82
32990,male,1.8,40
32991,male,1.72,64
32992,female,1.73,49
32993,male,1.87,67
32994,male,1.8,45
32995,male,1.8,52
32996,male,1.77,78
32997,female,1.72,34
32998,female,1.68,85
32999,male,1.77,59
33000,female,1.62,73
33001,male,1.7,61
33002,male,1.7,65
33003,male,1.87,46
33004,male,1.68,47
33005,female,1.53,46
33006,female,1.67,68
33007,male,1.78,79
33008,female,1.64,53
33009,female,1.56,41
33010,female,1.5,47
33011,male,1.74,56
33012,male,1.8,51
33013,female,1.58,65
33014,male,1.64,69
33015,female,1.68,70
33016,male,1.8,53
33017,male,1.72,62
33018,male,1.76,77
33019,male,1.8,56
33020,male,1.85,56
33021,female,1.58,62
33022,female,1.64,45
33023,male,1.65,78
33024,female,1.6,22
33025,male,1.7,74
33026,male,1.65,82
33027,female,1.74,68
33028,male,1.6,74
33029,male,1.75,76
33030,male,1.75,49
33031,female,1.72,18
33032,male,1.63,50
33033,male,1.77,44
33034,male,1.8,77
33035,female,1.63,36
33036,female,1.55,74
33037,female,1.64,41
33038,male,1.76,61
33039,male,1.8,38
33040,female,1.52,86
33041,female,1.64,56
33042,male,1.9,65
33043,male,1.92,38
33044,female,1.62,74
33045,female,1.62,64
33046,female,1.65,79
33047,male,1.64,68
33048,female,1.53,57
33049,female,1.54,69
33050,female,1.74,59
33051,female,1.6,83
33052,male,1.9,56
33053,male,1.7,74
33054,female,1.66,56
33055,female,1.5,71
33056,male,1.7,70
33057,female,1.62,59
33058,female,1.72,40
33059,female,1.67,49
33060,female,1.67,59
33061,female,1.6,69
33062,female,1.67,64
33063,female,1.54,35
33064,male,1.77,73
33065,male,1.8,69
33066,male,1.72,55
33067,male,1.7,53
33068,male,1.75,62
33069,male,1.7,69
33070,female,1.74,81
33071,male,1.74,64
33072,female,1.65,52
33073,female,1.68,36
33074,female,1.6,79
33075,female,1.58,64
33076,male,1.7,86
33077,male,1.82,76
33078,female,1.76,55
33079,female,1.6,88
33080,male,1.7,49
33081,female,1.68,63
33082,female,1.68,52
33083,male,1.78,64
33084,male,1.7,73
33085,male,1.78,66
33086,female,1.5,76
33087,male,1.7,71
33088,female,1.76,66
33089,female,1.75,51
33090,female,1.5,86
33091,female,1.5,71
33092,female,1.56,77
33093,male,1.14,4
33094,female,1.62,32
33095,male,1.7,46
33096,male,1.65,67
33097,male,1.85,71
33098,male,1.72,66
33099,female,1.7,25
33100,female,1.72,69
33101,female,1.5,82
33102,female,1.6,75
33103,female,1.65,77
33104,female,1.7,59
33105,female,1.6,69
33106,female,1.65,63
33107,male,1.75,66
33108,female,1.6,63
33109,female,1.58,66
33110,female,1.72,61
33111,female,1.6,66
33112,male,1.76,57
33113,male,1.84,64
33114,male,1.75,72
33115,male,1.67,56
33116,female,1.53,51
33117,male,1.8,50
33118,female,1.75,55
33119,female,1.68,31
33120,male,1.7,55
33121,male,1.85,83
33122,female,1.6,51
33123,female,1.64,56
33124,male,1.62,68
33125,female,1.63,23
33126,female,1.65,70
33127,male,1.8,55
33128,female,1.7,35
33129,male,1.78,63
33130,male,1.83,80
33131,female,1.68,71
33132,male,1.7,76
33133,female,1.5,75
33134,male,1.73,55
33135,female,1.52,49
33136,male,1.78,63
33137,male,1.76,65
33138,female,1.65,77
33139,female,1.52,77
33140,male,1.75,52
33141,female,1.63,62
33142,male,1.75,77
33143,male,1.72,55
33144,female,1.58,59
33145,male,1.8,71
33146,female,1.65,67
33147,male,1.65,75
33148,male,1.71,80
33149,female,1.56,78
33150,female,1.52,68
33151,female,1.74,52
33152,female,1.65,74
33153,male,1.83,48
33154,female,1.64,57
33155,female,1.52,31
33156,female,1.7,68
33157,female,1.5,78
33158,female,1.6,67
33159,male,1.86,41
33160,female,1.58,32
33161,female,1.56,51
33162,female,1.72,61
33163,female,1.4,79
33164,female,1.6,59
33165,male,1.8,45
33166,female,1.62,54
33167,female,1.92,40
33168,male,1.7,69
33169,female,1.6,52
33170,male,1.74,65
33171,female,1.5,57
33172,female,1.6,54
33173,female,1.68,48
33174,female,1.78,17
33175,male,1.72,85
33176,female,1.74,15
33177,female,1.62,71
33178,female,1.65,63
33179,male,1.8,57
33180,female,1.57,65
33181,female,1.57,74
33182,female,1.66,67
33183,female,1.65,49
33184,female,1.77,58
33185,female,1.68,50
33186,male,1.86,72
33187,female,1.6,81
33188,female,1.75,35
33189,male,1.77,54
33190,male,1.75,39
33191,female,1.53,52
33192,male,1.7,24
33193,male,1.75,75
33194,male,1.8,42
33195,female,1.59,63
33196,male,1.6,75
33197,male,1.82,68
33198,male,1.7,65
33199,male,1.75,60
33200,female,1.7,47
33201,male,1.76,48
33202,male,1.7,43
33203,female,1.55,85
33204,female,1.63,62
33205,female,1.75,76
33206,male,1.76,52
33207,female,1.63,60
33208,male,1.82,72
33209,male,1.71,38
33210,female,1.62,63
33211,female,1.65,22
33212,female,1.5,78
33213,female,1.65,61
33214,male,1.76,68
33215,female,1.55,70
33216,female,1.67,56
33217,female,1.6,49
33218,female,1.75,46
33219,male,1.83,40
33220,female,1.72,49
33221,male,1.76,63
33222,female,1.73,47
33223,female,1.67,56
33224,female,1.59,55
33225,female,1.68,46
33226,male,1.68,49
33227,female,1.56,48
33228,female,1.62,53
33229,male,1.88,45
33230,female,1.6,40
33231,female,1.74,40
33232,female,1.7,48
33233,male,1.69,53
33234,female,1.73,43
33235,male,1.68,44
33236,male,1.75,42
33237,female,1.64,51
33238,female,1.7,42
33239,female,1.56,50
33240,female,1.65,58
33241,female,1.75,51
33242,male,1.78,67
33243,female,1.6,60
33244,male,1.78,78
33245,female,1.5,72
33246,male,1.95,57
33247,female,1.64,83
33248,male,1.74,56
33249,male,1.68,46
33250,female,1.74,45
33251,female,1.64,73
33252,female,1.58,54
33253,male,1.8,53
33254,female,1.82,40
33255,male,1.72,63
33256,male,1.8,52
33257,female,1.6,67
33258,male,1.68,79
33259,female,1.78,66
33260,male,1.75,60
33261,female,1.76,33
33262,male,1.77,35
33263,male,1.8,61
33264,male,1.75,78
33265,female,1.53,31
33266,female,1.64,74
33267,female,1.65,48
33268,male,1.85,22
33269,male,1.7,58
33270,male,1.7,55
33271,female,1.7,70
33272,female,1.5,77
33273,male,1.8,66
33274,female,1.54,70
33275,female,1.55,61
33276,female,1.68,47
33277,female,1.62,73
33278,male,1.55,77
33279,female,1.56,34
33280,female,1.6,48
33281,female,1.65,23
33282,female,1.72,72
33283,male,1.82,63
33284,male,1.78,83
33285,male,1.84,75
33286,female,1.7,54
33287,male,1.7,81
33288,male,1.62,69
33289,female,1.7,35
33290,male,1.8,45
33291,female,1.68,65
33292,female,1.58,69
33293,female,1.68,72
33294,male,1.83,40
33295,female,1.6,20
33296,male,1.8,59
33297,female,1.68,67
33298,male,1.8,66
33299,female,1.65,30
33300,female,1.6,45
33301,female,1.63,48
33302,female,1.6,75
