,sex,height,age
12503,female,1.5,79
12504,female,1.59,61
12505,female,1.57,66
12506,female,1.65,75
12507,male,1.7,58
12508,male,1.73,40
12509,female,1.65,52
12510,male,1.7,59
12511,female,1.7,28
12512,male,1.75,44
12513,female,1.67,64
12514,male,1.71,53
12515,female,1.62,64
12516,female,1.68,37
12517,male,1.84,66
12518,male,1.72,75
12519,female,1.64,73
12520,female,1.7,36
12521,male,1.75,33
12522,male,1.72,71
12523,female,1.64,67
12524,male,1.72,81
12525,female,1.67,73
12526,male,1.77,42
12527,male,1.7,60
12528,male,1.7,61
12529,female,1.6,74
12530,male,1.78,44
12531,female,1.58,77
12532,male,1.76,63
12533,female,1.65,37
12534,female,1.62,70
12535,female,1.68,36
12536,female,1.6,51
12537,female,1.5,73
12538,female,1.5,80
12539,female,1.56,64
12540,female,1.6,69
12541,female,1.74,31
12542,male,1.9,43
12543,male,1.9,83
12544,male,1.88,25
12545,female,1.65,78
12546,female,1.65,72
12547,male,1.83,59
12548,female,1.56,66
12549,female,1.6,80
12550,female,1.5,53
12551,male,1.78,56
12552,female,1.65,84
12553,female,1.6,78
12554,male,1.75,73
12555,female,1.55,73
12556,male,1.8,52
12557,female,1.56,45
12558,female,1.73,67
12559,female,1.74,37
12560,male,1.76,69
12561,female,1.68,51
12562,male,1.65,62
12563,female,1.74,50
12564,male,1.6,52
12565,female,1.65,52
12566,male,1.62,51
12567,male,1.75,35
12568,female,1.64,64
12569,female,1.58,58
12570,male,1.6,72
12571,female,1.55,78
12572,male,1.8,41
12573,male,1.78,36
12574,male,1.9,57
12575,female,1.5,63
12576,female,1.66,67
12577,male,1.74,39
12578,male,1.8,63
12579,female,1.6,69
12580,male,1.74,26
12581,female,1.68,42
12582,female,1.65,52
12583,female,1.7,66
12584,male,1.85,65
12585,male,1.65,72
12586,male,1.73,60
12587,male,1.73,66
12588,male,1.72,65
12589,female,1.62,72
12590,female,1.6,70
12591,male,1.8,71
12592,female,1.69,67
12593,male,1.73,67
12594,male,1.82,47
12595,female,1.6,77
12596,male,1.78,53
12597,male,1.82,62
12598,female,1.6,35
12599,male,1.75,72
12600,male,1.6,81
12601,male,1.67,59
12602,male,1.74,58
12603,male,1.7,24
12604,female,1.48,77
12605,female,1.6,52
12606,female,1.6,62
12607,female,1.64,72
12608,female,1.7,68
12609,male,1.74,53
12610,female,1.65,94
12611,female,1.7,64
12612,male,1.7,63
12613,female,1.67,68
12614,male,1.83,35
12615,male,1.75,69
12616,male,1.7,69
12617,male,1.75,86
12618,male,1.8,57
12619,male,1.83,40
12620,male,1.68,67
12621,female,1.65,64
12622,male,1.75,58
12623,female,1.7,74
12624,male,1.8,29
12625,male,1.7,68
12626,male,1.6,54
12627,female,1.6,44
12628,female,1.67,56
12629,male,1.7,75
12630,female,1.72,50
12631,male,1.56,52
12632,female,1.74,52
12633,female,1.5,55
12634,female,1.64,38
12635,female,1.5,85
12636,female,1.61,68
12637,female,1.64,54
12638,female,1.6,33
12639,female,1.58,86
12640,female,1.6,68
12641,male,1.7,60
12642,male,1.8,61
12643,male,1.75,55
12644,female,1.54,72
12645,female,1.65,24
12646,male,1.68,79
12647,male,1.75,74
12648,female,1.6,73
12649,female,1.6,65
12650,male,1.72,41
12651,female,1.68,57
12652,female,1.55,64
12653,male,1.7,43
12654,female,1.6,48
12655,female,1.64,70
12656,male,1.7,62
12657,female,1.75,64
12658,female,1.6,58
12659,male,1.7,87
12660,female,1.5,70
12661,male,1.76,58
12662,female,1.68,40
12663,male,1.78,82
12664,female,1.67,68
12665,female,1.65,43
12666,female,1.71,52
12667,female,1.55,78
12668,male,1.68,71
12669,female,1.68,51
12670,male,1.6,56
12671,female,1.64,49
12672,male,1.75,51
12673,male,1.6,64
12674,female,1.56,43
12675,female,1.7,81
12676,male,1.59,84
12677,female,1.5,83
12678,female,1.58,54
12679,male,1.85,46
12680,male,1.87,55
12681,female,1.58,67
12682,male,1.94,72
12683,male,1.8,68
12684,male,1.69,69
12685,male,1.72,64
12686,female,1.58,61
12687,female,1.68,45
12688,female,1.72,36
12689,female,1.65,72
12690,male,1.68,83
12691,male,1.7,74
12692,male,1.7,61
12693,male,1.65,75
12694,female,1.64,68
12695,male,1.95,48
12696,female,1.74,41
12697,female,1.53,67
12698,female,1.65,75
12699,female,1.58,65
12700,female,1.67,69
12701,male,1.76,43
12702,female,1.69,29
12703,male,1.65,74
12704,female,1.65,64
12705,female,1.6,66
12706,male,1.78,56
12707,female,1.6,73
12708,female,1.53,61
12709,female,1.6,70
12710,male,1.7,71
12711,male,1.78,62
12712,male,1.85,41
12713,female,1.75,54
12714,female,1.71,38
12715,female,1.67,31
12716,male,1.76,65
12717,male,1.85,50
12718,male,1.72,70
12719,female,1.65,40
12720,male,1.73,43
12721,female,1.65,42
12722,male,1.74,56
12723,male,1.8,56
12724,male,1.76,58
12725,male,1.78,58
12726,female,1.61,62
12727,male,1.89,66
12728,male,1.7,64
12729,male,1.73,44
12730,female,1.57,53
12731,female,1.54,40
12732,male,1.82,61
12733,female,1.65,47
12734,female,1.63,67
12735,female,1.64,60
12736,male,1.7,56
12737,female,1.52,89
12738,male,1.63,72
12739,male,1.76,80
12740,female,1.56,65
12741,female,1.67,60
12742,female,1.6,63
12743,male,1.72,63
12744,female,1.65,58
12745,female,1.8,75
12746,female,1.63,65
12747,male,1.7,74
12748,male,1.88,51
12749,female,1.65,48
12750,female,1.56,88
12751,male,1.72,57
12752,female,1.65,67
12753,male,1.74,41
12754,female,1.68,40
12755,male,1.73,62
12756,male,1.65,68
12757,male,1.78,53
12758,female,1.65,40
12759,female,1.63,56
12760,male,1.6,63
12761,male,1.7,65
12762,female,1.54,24
12763,female,1.74,38
12764,female,1.7,59
12765,male,1.87,54
12766,female,1.67,46
12767,female,1.64,69
12768,female,1.52,45
12769,male,1.76,84
12770,male,1.8,65
12771,female,1.7,57
12772,female,1.54,60
12773,male,1.82,53
12774,female,1.63,56
12775,female,1.58,71
12776,female,1.43,75
12777,female,1.55,76
12778,female,1.6,49
12779,female,1.64,59
12780,female,1.68,50
12781,female,1.6,63
12782,male,1.6,60
12783,female,1.63,41
12784,male,1.89,64
12785,female,1.62,57
12786,male,1.69,45
12787,male,1.71,72
12788,female,1.63,51
12789,male,1.73,79
12790,male,1.73,69
12791,male,1.76,66
12792,male,1.73,62
12793,female,1.73,67
12794,male,1.71,65
12795,male,1.61,73
12796,male,1.83,69
12797,female,1.8,24
12798,female,1.64,76
12799,female,1.58,69
12800,female,1.7,49
12801,female,1.6,73
12802,female,1.68,45
12803,male,1.73,37
12804,male,1.82,42
12805,male,1.86,56
12806,male,1.7,83
12807,female,1.68,69
12808,female,1.56,85
12809,male,1.78,69
12810,male,1.72,76
12811,female,1.53,88
12812,male,1.93,66
12813,male,1.73,69
12814,female,1.6,77
12815,female,1.75,61
12816,female,1.7,77
12817,male,1.66,82
12818,male,1.72,70
12819,female,1.6,75
12820,male,1.82,42
12821,male,1.5,26
12822,female,1.6,43
12823,male,1.75,65
12824,male,1.7,57
12825,female,1.68,65
12826,male,1.83,42
12827,male,1.82,75
12828,male,1.68,82
12829,male,1.65,62
12830,male,1.75,75
12831,male,1.8,73
12832,male,1.78,56
12833,female,1.6,66
12834,male,1.7,75
12835,male,1.63,71
12836,male,1.76,72
12837,female,1.72,63
12838,male,1.7,43
12839,male,1.76,78
12840,female,1.5,84
12841,female,1.67,74
12842,male,1.7,70
12843,male,1.78,64
12844,female,1.65,62
12845,male,1.7,68
12846,male,1.79,29
12847,female,1.65,59
12848,female,1.56,67
12849,female,1.66,67
12850,male,1.67,63
12851,male,1.76,59
12852,male,1.77,58
12853,male,1.62,81
12854,male,1.65,57
12855,male,1.7,57
12856,male,1.82,69
12857,male,1.63,49
12858,male,1.86,52
12859,female,1.6,75
12860,female,1.75,48
12861,female,1.62,50
12862,male,1.65,60
12863,female,1.65,65
12864,female,1.6,47
12865,male,1.75,41
12866,female,1.6,52
12867,female,1.5,84
12868,male,1.7,70
12869,female,1.0,67
12870,female,1.65,60
12871,male,1.78,31
12872,male,1.88,48
12873,female,1.7,81
12874,female,1.5,63
12875,female,1.67,52
12876,male,1.69,48
12877,female,1.65,43
12878,male,1.83,46
12879,male,1.7,65
12880,male,1.8,60
12881,female,1.52,86
12882,female,1.55,81
12883,male,1.65,88
12884,male,1.72,72
12885,female,1.64,53
12886,female,1.6,46
12887,female,1.74,45
12888,female,1.58,60
12889,male,1.77,67
12890,male,1.7,71
12891,female,1.82,79
12892,female,1.71,70
12893,female,1.67,69
12894,female,1.62,72
12895,female,1.65,61
12896,male,1.83,34
12897,female,1.71,44
12898,male,1.72,31
12899,male,1.74,67
12900,female,1.72,47
12901,male,1.7,72
12902,male,1.8,40
12903,female,1.65,43
12904,female,1.65,63
12905,female,1.62,37
12906,male,1.7,66
12907,male,1.81,57
12908,male,1.78,54
12909,male,1.6,56
12910,male,1.72,80
12911,female,1.67,78
12912,male,1.6,80
12913,female,1.6,69
12914,male,1.74,66
12915,female,1.58,42
12916,male,1.7,71
12917,female,1.71,71
12918,female,1.64,51
12919,male,1.78,46
12920,male,1.86,72
12921,male,1.95,56
12922,female,1.5,82
12923,male,1.6,53
12924,male,1.84,40
12925,female,1.62,59
12926,female,1.59,42
12927,female,1.57,82
12928,female,1.63,63
12929,female,1.7,60
12930,female,1.6,60
12931,female,1.58,77
12932,female,1.59,49
12933,female,1.56,74
12934,male,1.87,38
12935,female,1.64,72
12936,female,1.64,60
12937,female,1.6,73
12938,female,1.58,76
12939,male,1.68,54
12940,male,1.75,71
12941,male,1.72,52
12942,male,1.62,70
12943,male,1.68,73
12944,male,1.78,17
12945,male,1.74,58
12946,male,1.75,44
12947,female,1.8,48
12948,male,1.65,79
12949,male,1.78,44
12950,female,1.5,47
12951,male,1.82,55
12952,female,1.56,68
12953,female,1.7,59
12954,male,1.73,52
12955,male,1.87,37
12956,male,1.76,67
12957,female,1.5,49
12958,male,1.78,29
12959,male,1.63,42
12960,male,1.76,71
12961,male,1.84,64
12962,female,1.65,54
12963,male,1.6,76
12964,male,1.83,69
12965,female,1.5,72
12966,male,1.76,65
12967,female,1.48,50
12968,female,1.65,69
12969,male,1.62,74
12970,female,1.57,61
12971,female,1.57,62
12972,male,1.8,72
12973,male,1.77,33
12974,female,1.63,38
12975,male,1.7,57
12976,female,1.6,66
12977,male,1.65,82
12978,male,1.75,58
12979,male,1.67,74
12980,female,1.68,50
12981,female,1.65,67
12982,male,1.78,67
12983,male,1.9,69
12984,male,1.8,48
12985,male,1.74,63
12986,female,1.78,47
12987,female,1.52,73
12988,female,1.62,72
12989,female,1.65,66
12990,male,1.78,61
12991,male,1.82,59
12992,male,1.78,86
12993,female,1.68,53
12994,female,1.7,32
12995,female,1.58,67
12996,female,1.7,73
12997,male,1.73,66
12998,male,1.78,56
12999,female,1.62,75
13000,female,1.5,62
13001,female,1.65,86
13002,female,1.65,62
13003,female,1.7,54
13004,male,1.76,59
13005,male,1.8,69
13006,male,1.78,86
13007,female,1.67,44
13008,female,1.6,71
13009,female,1.6,55
13010,male,1.82,58
13011,male,1.75,64
13012,male,1.66,53
13013,female,1.5,85
13014,male,1.78,59
13015,male,1.7,26
13016,male,1.67,67
13017,male,1.83,68
13018,female,1.5,82
13019,male,1.85,54
13020,male,1.85,65
13021,male,1.65,68
13022,male,1.82,43
13023,female,1.67,65
13024,male,1.8,62
13025,male,1.6,72
13026,female,1.65,77
13027,female,1.52,61
13028,female,1.5,47
13029,female,1.69,36
13030,male,1.65,53
13031,female,1.55,55
13032,female,1.14,18
13033,female,1.71,63
13034,female,1.53,68
13035,female,1.68,34
13036,male,1.0,47
13037,male,1.7,49
13038,female,1.62,42
13039,female,1.65,21
13040,female,1.65,52
13041,male,1.85,45
13042,male,1.86,53
13043,female,1.6,77
13044,female,1.65,56
13045,male,1.85,51
13046,female,1.52,59
13047,female,1.65,65
13048,male,1.76,51
13049,female,1.7,27
13050,male,1.75,44
13051,male,1.7,60
13052,female,1.72,44
13053,male,1.72,69
13054,female,1.73,53
13055,female,1.6,48
13056,male,1.65,64
13057,female,1.64,66
13058,female,1.67,60
13059,female,1.68,41
13060,female,1.7,82
13061,female,1.65,78
13062,male,1.73,64
13063,female,1.68,51
13064,female,1.65,44
13065,male,1.6,77
13066,female,1.5,66
13067,male,1.77,58
13068,female,1.6,72
13069,male,1.82,35
13070,female,1.52,55
13071,male,1.8,34
13072,female,1.58,42
13073,female,1.56,71
13074,female,1.63,47
13075,female,1.56,40
13076,female,1.52,63
13077,female,1.63,33
13078,female,1.62,35
13079,male,1.75,44
13080,male,1.65,70
13081,female,1.64,51
13082,male,1.52,12
13083,female,1.56,44
13084,female,1.7,70
13085,female,1.66,77
13086,female,1.58,63
13087,male,1.74,39
13088,male,1.55,49
13089,female,1.65,65
13090,male,1.8,59
13091,male,1.87,39
13092,female,1.68,63
13093,male,1.8,67
13094,male,1.68,63
13095,female,1.5,53
13096,female,1.62,54
13097,female,1.73,46
13098,female,1.74,52
13099,female,1.65,74
13100,male,1.83,64
13101,female,1.55,70
13102,male,1.76,65
13103,male,1.83,54
13104,female,1.72,58
13105,female,1.64,55
13106,male,1.65,66
13107,female,1.64,42
13108,female,1.58,55
13109,male,1.72,31
13110,female,1.58,70
13111,male,1.78,68
13112,male,1.73,77
13113,male,1.65,82
13114,female,1.65,66
13115,female,1.78,18
13116,male,1.78,60
13117,male,1.86,38
13118,female,1.58,64
13119,male,1.75,76
13120,male,1.8,64
13121,male,1.75,50
13122,male,1.78,54
13123,male,1.75,76
13124,female,1.63,45
13125,female,1.6,46
13126,male,1.8,59
13127,female,1.5,80
13128,female,1.68,32
13129,male,1.73,72
13130,male,1.82,66
13131,female,1.6,67
13132,female,1.6,65
13133,male,1.75,63
13134,female,1.56,71
13135,male,1.72,32
13136,male,1.7,80
13137,male,1.76,78
13138,male,1.79,49
13139,female,1.64,48
13140,female,1.5,78
13141,female,1.65,34
13142,female,1.56,82
13143,female,1.65,74
13144,female,1.76,77
13145,female,1.76,64
13146,male,1.72,68
13147,female,1.65,51
13148,male,1.8,55
13149,female,1.65,53
13150,female,1.72,47
13151,male,1.76,43
13152,male,1.73,53
13153,female,1.62,67
13154,female,1.63,68
13155,female,1.7,70
13156,male,1.75,55
13157,male,1.8,67
13158,female,1.64,61
13159,male,1.7,63
13160,female,1.6,79
13161,female,1.6,67
13162,male,1.8,25
13163,male,1.7,58
13164,female,1.5,81
13165,male,1.93,35
13166,female,1.65,84
13167,female,1.54,67
13168,female,1.6,56
13169,female,1.6,32
13170,male,1.6,57
13171,male,1.65,70
13172,female,1.53,70
13173,female,1.5,89
13174,male,1.75,78
13175,male,1.8,80
13176,male,1.84,53
13177,male,1.85,39
13178,female,1.7,67
13179,male,1.67,64
13180,female,1.65,53
13181,female,1.7,28
13182,male,1.67,50
13183,female,1.55,63
13184,female,1.56,60
13185,male,1.74,55
13186,male,1.84,27
13187,male,1.8,66
13188,female,1.7,65
13189,male,1.78,31
13190,female,1.56,74
13191,female,1.65,76
13192,female,1.56,65
13193,female,1.53,72
13194,female,1.72,76
13195,female,1.7,64
13196,male,1.9,79
13197,female,1.68,51
13198,female,1.53,82
13199,male,1.78,46
13200,male,1.69,61
13201,male,1.64,72
13202,male,1.85,41
13203,male,1.63,65
13204,female,1.64,65
13205,male,1.75,67
13206,male,1.68,66
13207,female,1.72,51
13208,male,1.8,60
13209,male,1.67,68
13210,female,1.6,27
13211,male,1.87,53
13212,female,1.8,63
13213,male,1.75,66
13214,male,1.61,45
13215,female,1.65,73
13216,female,1.7,57
13217,female,1.67,53
13218,female,1.6,82
13219,female,1.72,76
13220,male,1.61,66
13221,female,1.56,73
13222,male,1.75,68
13223,male,1.75,25
13224,male,1.62,75
13225,female,1.55,71
13226,female,1.55,65
13227,female,1.64,46
13228,female,1.6,66
13229,female,1.6,75
13230,male,1.83,71
13231,female,1.65,61
13232,female,1.64,71
13233,female,1.53,59
13234,male,1.86,63
13235,female,1.52,24
13236,male,1.77,41
13237,female,1.58,66
13238,male,1.81,60
13239,female,1.65,42
13240,female,1.65,60
13241,female,1.6,71
13242,female,1.5,62
13243,male,1.7,48
13244,male,1.72,70
13245,female,1.67,66
13246,female,1.63,56
13247,female,1.67,66
13248,female,1.7,73
13249,female,1.54,42
13250,female,1.67,49
13251,male,1.85,41
13252,female,1.65,53
13253,female,1.66,43
13254,female,1.7,61
13255,male,1.75,62
13256,male,1.74,39
13257,male,1.88,31
13258,male,1.75,22
13259,male,1.78,43
13260,male,1.65,62
13261,male,1.8,65
13262,female,1.67,87
13263,male,1.8,74
13264,female,1.77,45
13265,female,1.56,69
13266,female,1.58,51
13267,female,1.67,54
13268,male,1.68,81
13269,female,1.6,81
13270,male,1.7,79
13271,female,1.62,69
13272,female,1.65,57
13273,male,1.83,26
13274,female,1.59,65
13275,male,1.8,60
13276,female,1.64,57
13277,male,1.78,77
13278,female,1.63,81
13279,male,1.3,45
13280,female,1.55,72
13281,male,1.7,31
13282,male,1.76,58
13283,male,1.65,50
13284,female,1.84,19
13285,male,1.73,64
13286,female,1.62,66
13287,female,1.5,79
13288,female,1.55,56
13289,female,1.61,50
13290,female,1.52,54
13291,female,1.64,50
13292,male,1.86,46
13293,male,1.67,76
13294,male,1.8,58
13295,male,1.86,51
13296,male,1.84,45
13297,male,1.75,61
13298,female,1.59,61
13299,female,1.58,64
13300,female,1.64,56
13301,male,1.7,65
13302,male,1.86,78
13303,female,1.7,53
13304,female,1.69,57
13305,male,1.74,77
13306,female,1.48,83
13307,male,1.8,66
13308,female,1.55,52
13309,female,1.6,62
13310,male,1.6,58
13311,female,1.67,41
13312,male,1.7,48
13313,female,1.5,80
13314,female,1.58,41
13315,female,1.64,48
13316,male,1.68,65
13317,female,1.75,45
13318,male,1.8,75
13319,female,1.7,67
13320,male,1.76,50
13321,female,1.6,62
13322,male,1.72,72
13323,male,1.7,64
13324,male,1.67,58
13325,male,1.9,24
13326,male,1.8,65
13327,female,1.6,49
13328,female,1.65,58
13329,male,1.7,78
13330,male,1.78,63
13331,female,1.6,75
13332,male,1.8,47
13333,female,1.68,68
13334,male,1.83,60
13335,male,1.7,68
13336,female,1.65,78
13337,female,1.65,65
13338,male,1.88,56
13339,male,1.76,75
13340,female,1.65,53
13341,female,1.59,55
13342,male,1.8,47
13343,male,1.68,61
13344,male,1.76,63
13345,male,1.67,65
13346,female,1.68,44
13347,female,1.55,59
13348,male,1.7,63
13349,female,1.42,46
13350,female,1.6,65
13351,female,1.6,81
13352,male,1.83,52
13353,male,1.76,65
13354,female,1.62,48
13355,female,1.55,65
13356,female,1.68,54
13357,female,1.68,83
13358,male,1.85,44
13359,female,1.56,48
13360,female,1.7,49
13361,female,1.73,77
13362,male,1.78,64
13363,female,1.6,44
13364,male,1.83,52
13365,male,1.82,65
13366,female,1.5,72
13367,female,1.58,71
13368,male,1.76,70
13369,male,1.75,74
13370,male,1.81,42
13371,female,1.5,74
13372,male,1.6,46
13373,male,1.8,70
13374,female,1.68,68
13375,male,1.7,64
13376,female,1.53,56
13377,male,1.87,58
13378,male,1.8,65
13379,female,1.64,53
13380,female,1.53,50
13381,male,1.62,59
13382,male,1.65,65
13383,female,1.68,70
13384,female,1.7,76
13385,male,1.7,68
13386,male,1.82,66
13387,male,1.87,43
13388,female,1.69,58
13389,female,1.67,73
13390,male,1.72,70
13391,male,1.7,71
13392,female,1.75,59
13393,male,1.76,50
13394,female,1.87,18
13395,female,1.6,92
13396,male,1.72,63
13397,female,1.62,59
13398,male,1.9,51
13399,female,1.67,71
13400,female,1.85,54
13401,male,1.73,67
13402,male,1.78,42
13403,female,1.67,60
13404,female,1.75,86
13405,female,1.6,75
13406,female,1.59,66
13407,female,1.65,55
13408,male,1.8,66
13409,male,1.7,70
13410,male,1.9,30
13411,male,1.84,64
13412,male,1.65,83
13413,male,1.75,44
13414,female,1.6,65
13415,male,1.78,40
13416,female,1.65,65
13417,male,1.65,69
13418,male,1.78,55
13419,male,1.78,55
13420,female,1.65,64
13421,female,1.7,40
13422,male,1.8,72
13423,female,1.53,73
13424,female,1.76,55
13425,male,1.7,65
13426,female,1.6,56
13427,female,1.54,62
13428,male,1.7,78
13429,female,1.67,64
13430,male,1.96,53
13431,female,1.68,77
13432,male,1.7,82
13433,female,1.78,60
13434,male,1.72,65
13435,male,1.9,52
13436,female,1.68,51
13437,female,1.6,65
13438,male,1.7,62
13439,male,1.77,45
13440,female,1.57,62
13441,female,1.57,46
13442,male,1.74,52
13443,female,1.65,72
13444,female,1.55,70
13445,female,1.56,79
13446,male,1.67,70
13447,female,1.65,74
13448,female,1.8,65
13449,male,1.68,36
13450,male,1.72,77
13451,female,1.58,72
13452,female,1.57,70
13453,female,1.5,68
13454,male,1.7,30
13455,female,1.5,68
13456,female,1.59,45
13457,female,1.61,49
13458,female,1.6,72
13459,female,1.52,70
13460,female,1.56,74
13461,male,1.76,60
13462,female,1.67,79
13463,male,1.78,77
13464,female,1.53,42
13465,male,1.8,53
13466,male,1.75,68
13467,female,1.58,52
13468,female,1.65,68
13469,female,1.52,54
13470,female,1.68,41
13471,female,1.57,38
13472,male,1.78,60
13473,female,1.78,30
13474,female,1.46,66
13475,female,1.54,64
13476,female,1.5,87
13477,male,1.73,81
13478,female,1.62,76
13479,female,1.66,66
13480,female,1.65,85
13481,female,1.6,59
13482,female,1.67,72
13483,female,1.58,67
13484,female,1.58,65
13485,female,1.58,72
13486,male,1.77,70
13487,female,1.54,65
13488,female,1.54,77
13489,female,1.55,62
13490,female,1.6,10
13491,female,1.5,84
13492,male,1.79,70
13493,male,1.76,67
13494,female,1.76,32
13495,male,1.68,51
13496,male,1.7,57
13497,male,1.68,58
13498,female,1.62,70
13499,female,1.56,63
13500,female,1.58,58
13501,male,1.72,65
